#gene	transcript	clone	chrom	strand	pep_length	spliced_length	start	stop	chrom_start	chrom_stop	genome_start	genome_stop	gmap	source	version	method
CC1G_12158.2	CC1G_12158T0	Chr_1	Chr_1	-1	1611	4836	523946	529737	523946	529737	523946	529737	0	BroadInstitute	2	predicted
CC1G_12159.2	CC1G_12159T0	Chr_1	Chr_1	-1	519	1560	530601	532660	530601	532660	530601	532660	0	BroadInstitute	2	predicted
CC1G_12160.2	CC1G_12160T0	Chr_1	Chr_1	-1	452	1359	533058	534523	533058	534523	533058	534523	0	BroadInstitute	2	predicted
CC1G_12161.2	CC1G_12161T0	Chr_1	Chr_1	+1	529	1590	537518	539674	537518	539674	537518	539674	0	BroadInstitute	2	predicted
CC1G_12162.2	CC1G_12162T0	Chr_1	Chr_1	+1	368	1107	540003	541109	540003	541109	540003	541109	0	BroadInstitute	2	predicted
CC1G_12163.2	CC1G_12163T0	Chr_1	Chr_1	+1	369	1110	541807	543728	541807	543728	541807	543728	0	BroadInstitute	2	predicted
CC1G_12164.2	CC1G_12164T0	Chr_1	Chr_1	-1	260	783	544626	545603	544626	545603	544626	545603	0	BroadInstitute	2	predicted
CC1G_13577.2	CC1G_13577T0	Chr_1	Chr_1	-1	209	630	546155	546784	546155	546784	546155	546784	0	BroadInstitute	2	predicted
CC1G_13578.2	CC1G_13578T0	Chr_1	Chr_1	-1	1166	3501	547488	551409	547488	551409	547488	551409	0	BroadInstitute	2	predicted
CC1G_12166.2	CC1G_12166T0	Chr_1	Chr_1	-1	184	555	552456	553010	552456	553010	552456	553010	0	BroadInstitute	2	predicted
CC1G_12167.2	CC1G_12167T0	Chr_1	Chr_1	-1	408	1227	554251	555742	554251	555742	554251	555742	0	BroadInstitute	2	predicted
CC1G_12168.2	CC1G_12168T0	Chr_1	Chr_1	-1	361	1086	556109	558012	556109	558012	556109	558012	0	BroadInstitute	2	predicted
CC1G_12058.2	CC1G_12058T0	Chr_1	Chr_1	+1	476	1431	558907	560570	558907	560570	558907	560570	0	BroadInstitute	2	predicted
CC1G_12059.2	CC1G_12059T0	Chr_1	Chr_1	+1	150	453	561188	561703	561188	561703	561188	561703	0	BroadInstitute	2	predicted
CC1G_12060.2	CC1G_12060T0	Chr_1	Chr_1	+1	147	444	562767	563210	562767	563210	562767	563210	0	BroadInstitute	2	predicted
CC1G_12061.2	CC1G_12061T0	Chr_1	Chr_1	+1	180	543	564183	564725	564183	564725	564183	564725	0	BroadInstitute	2	predicted
CC1G_12062.2	CC1G_12062T0	Chr_1	Chr_1	+1	695	2088	567142	569372	567142	569372	567142	569372	0	BroadInstitute	2	predicted
CC1G_12064.2	CC1G_12064T0	Chr_1	Chr_1	-1	164	495	571059	571785	571059	571785	571059	571785	0	BroadInstitute	2	predicted
CC1G_12065.2	CC1G_12065T0	Chr_1	Chr_1	+1	328	987	572151	573194	572151	573194	572151	573194	0	BroadInstitute	2	predicted
CC1G_12066.2	CC1G_12066T0	Chr_1	Chr_1	+1	155	468	573952	574529	573952	574529	573952	574529	0	BroadInstitute	2	predicted
CC1G_12067.2	CC1G_12067T0	Chr_1	Chr_1	+1	160	483	575059	575608	575059	575608	575059	575608	0	BroadInstitute	2	predicted
CC1G_12068.2	CC1G_12068T0	Chr_1	Chr_1	+1	228	687	576109	576855	576109	576855	576109	576855	0	BroadInstitute	2	predicted
CC1G_12069.2	CC1G_12069T0	Chr_1	Chr_1	+1	361	1086	577627	578772	577627	578772	577627	578772	0	BroadInstitute	2	predicted
CC1G_12071.2	CC1G_12071T0	Chr_1	Chr_1	-1	803	2412	580655	584759	580655	584759	580655	584759	0	BroadInstitute	2	predicted
CC1G_12072.2	CC1G_12072T0	Chr_1	Chr_1	+1	302	909	585036	586176	585036	586176	585036	586176	0	BroadInstitute	2	predicted
CC1G_12073.2	CC1G_12073T0	Chr_1	Chr_1	-1	264	795	586277	587294	586277	587294	586277	587294	0	BroadInstitute	2	predicted
CC1G_12074.2	CC1G_12074T0	Chr_1	Chr_1	+1	78	237	588158	589077	588158	589077	588158	589077	0	BroadInstitute	2	predicted
CC1G_12075.2	CC1G_12075T0	Chr_1	Chr_1	-1	308	927	590586	591859	590586	591859	590586	591859	0	BroadInstitute	2	predicted
CC1G_12076.2	CC1G_12076T0	Chr_1	Chr_1	-1	163	492	592958	593506	592958	593506	592958	593506	0	BroadInstitute	2	predicted
CC1G_12077.2	CC1G_12077T0	Chr_1	Chr_1	+1	306	921	594598	595684	594598	595684	594598	595684	0	BroadInstitute	2	predicted
CC1G_12078.2	CC1G_12078T0	Chr_1	Chr_1	+1	357	1074	596130	597825	596130	597825	596130	597825	0	BroadInstitute	2	predicted
CC1G_12079.2	CC1G_12079T0	Chr_1	Chr_1	+1	318	957	598101	599304	598101	599304	598101	599304	0	BroadInstitute	2	predicted
CC1G_12080.2	CC1G_12080T0	Chr_1	Chr_1	-1	452	1359	599536	601244	599536	601244	599536	601244	0	BroadInstitute	2	predicted
CC1G_12081.2	CC1G_12081T0	Chr_1	Chr_1	+1	299	900	602185	603260	602185	603260	602185	603260	0	BroadInstitute	2	predicted
CC1G_12082.2	CC1G_12082T0	Chr_1	Chr_1	+1	364	1095	604289	605559	604289	605559	604289	605559	0	BroadInstitute	2	predicted
CC1G_12083.2	CC1G_12083T0	Chr_1	Chr_1	-1	128	387	606070	606741	606070	606741	606070	606741	0	BroadInstitute	2	predicted
CC1G_04325.2	CC1G_04325T0	Chr_1	Chr_1	-1	457	1374	608760	610480	608760	610480	608760	610480	0	BroadInstitute	2	predicted
CC1G_13579.2	CC1G_13579T0	Chr_1	Chr_1	+1	116	351	614274	614753	614274	614753	614274	614753	0	BroadInstitute	2	predicted
CC1G_04326.2	CC1G_04326T0	Chr_1	Chr_1	+1	347	1044	614838	616301	614838	616301	614838	616301	0	BroadInstitute	2	predicted
CC1G_13580.2	CC1G_13580T0	Chr_1	Chr_1	-1	86	261	616747	617007	616747	617007	616747	617007	0	BroadInstitute	2	predicted
CC1G_04329.2	CC1G_04329T0	Chr_1	Chr_1	+1	972	2919	631246	634583	631246	634583	631246	634583	0	BroadInstitute	2	predicted
CC1G_13581.2	CC1G_13581T0	Chr_1	Chr_1	-1	249	750	636733	638064	636733	638064	636733	638064	0	BroadInstitute	2	predicted
CC1G_04330.2	CC1G_04330T0	Chr_1	Chr_1	+1	840	2523	641360	645685	641360	645685	641360	645685	0	BroadInstitute	2	predicted
CC1G_04331.2	CC1G_04331T0	Chr_1	Chr_1	-1	710	2133	646206	649328	646206	649328	646206	649328	0	BroadInstitute	2	predicted
CC1G_04333.2	CC1G_04333T0	Chr_1	Chr_1	-1	258	777	651476	652305	651476	652305	651476	652305	0	BroadInstitute	2	predicted
CC1G_04334.2	CC1G_04334T0	Chr_1	Chr_1	+1	280	843	652542	653735	652542	653735	652542	653735	0	BroadInstitute	2	predicted
CC1G_13582.2	CC1G_13582T0	Chr_1	Chr_1	-1	121	366	654753	655437	654753	655437	654753	655437	0	BroadInstitute	2	predicted
CC1G_04335.2	CC1G_04335T0	Chr_1	Chr_1	+1	1101	3306	658144	661449	658144	661449	658144	661449	0	BroadInstitute	2	predicted
CC1G_04336.2	CC1G_04336T0	Chr_1	Chr_1	-1	209	630	662780	663689	662780	663689	662780	663689	0	BroadInstitute	2	predicted
CC1G_04337.2	CC1G_04337T0	Chr_1	Chr_1	-1	256	771	665333	666338	665333	666338	665333	666338	0	BroadInstitute	2	predicted
CC1G_13583.2	CC1G_13583T0	Chr_1	Chr_1	-1	418	1257	666858	668114	666858	668114	666858	668114	0	BroadInstitute	2	predicted
CC1G_13584.2	CC1G_13584T0	Chr_1	Chr_1	-1	332	999	668768	669766	668768	669766	668768	669766	0	BroadInstitute	2	predicted
CC1G_04339.2	CC1G_04339T0	Chr_1	Chr_1	+1	324	975	673475	675024	673475	675024	673475	675024	0	BroadInstitute	2	predicted
CC1G_04340.2	CC1G_04340T0	Chr_1	Chr_1	+1	844	2535	677429	680800	677429	680800	677429	680800	0	BroadInstitute	2	predicted
CC1G_04341.2	CC1G_04341T0	Chr_1	Chr_1	-1	107	324	683124	683572	683124	683572	683124	683572	0	BroadInstitute	2	predicted
CC1G_04342.2	CC1G_04342T0	Chr_1	Chr_1	+1	642	1929	683797	686150	683797	686150	683797	686150	0	BroadInstitute	2	predicted
CC1G_04343.2	CC1G_04343T0	Chr_1	Chr_1	+1	112	339	689470	690161	689470	690161	689470	690161	0	BroadInstitute	2	predicted
CC1G_04344.2	CC1G_04344T0	Chr_1	Chr_1	+1	563	1692	693120	695145	693120	695145	693120	695145	0	BroadInstitute	2	predicted
CC1G_04345.2	CC1G_04345T0	Chr_1	Chr_1	+1	237	714	696635	697558	696635	697558	696635	697558	0	BroadInstitute	2	predicted
CC1G_13585.2	CC1G_13585T0	Chr_1	Chr_1	-1	938	2817	698729	701955	698729	701955	698729	701955	0	BroadInstitute	2	predicted
CC1G_13586.2	CC1G_13586T0	Chr_1	Chr_1	-1	285	858	703321	704552	703321	704552	703321	704552	0	BroadInstitute	2	predicted
CC1G_13587.2	CC1G_13587T0	Chr_1	Chr_1	+1	249	750	705070	706424	705070	706424	705070	706424	0	BroadInstitute	2	predicted
CC1G_13588.2	CC1G_13588T0	Chr_1	Chr_1	-1	132	399	706969	707367	706969	707367	706969	707367	0	BroadInstitute	2	predicted
CC1G_13589.2	CC1G_13589T0	Chr_1	Chr_1	-1	704	2115	707528	710165	707528	710165	707528	710165	0	BroadInstitute	2	predicted
CC1G_04351.2	CC1G_04351T0	Chr_1	Chr_1	-1	835	2508	711029	713904	711029	713904	711029	713904	0	BroadInstitute	2	predicted
CC1G_04352.2	CC1G_04352T0	Chr_1	Chr_1	-1	270	813	714607	715641	714607	715641	714607	715641	0	BroadInstitute	2	predicted
CC1G_04353.2	CC1G_04353T0	Chr_1	Chr_1	+1	230	693	715850	716603	715850	716603	715850	716603	0	BroadInstitute	2	predicted
CC1G_04354.2	CC1G_04354T0	Chr_1	Chr_1	+1	854	2565	717103	720219	717103	720219	717103	720219	0	BroadInstitute	2	predicted
CC1G_04355.2	CC1G_04355T0	Chr_1	Chr_1	-1	193	582	720557	721325	720557	721325	720557	721325	0	BroadInstitute	2	predicted
CC1G_13590.2	CC1G_13590T0	Chr_1	Chr_1	+1	192	579	724833	726725	724833	726725	724833	726725	0	BroadInstitute	2	predicted
CC1G_04356.2	CC1G_04356T0	Chr_1	Chr_1	+1	569	1710	727349	729534	727349	729534	727349	729534	0	BroadInstitute	2	predicted
CC1G_04357.2	CC1G_04357T0	Chr_1	Chr_1	+1	527	1584	730415	732377	730415	732377	730415	732377	0	BroadInstitute	2	predicted
CC1G_04358.2	CC1G_04358T0	Chr_1	Chr_1	-1	887	2664	732438	735672	732438	735672	732438	735672	0	BroadInstitute	2	predicted
CC1G_04359.2	CC1G_04359T0	Chr_1	Chr_1	-1	311	936	735978	737023	735978	737023	735978	737023	0	BroadInstitute	2	predicted
CC1G_04360.2	CC1G_04360T0	Chr_1	Chr_1	-1	1327	3984	737985	742184	737985	742184	737985	742184	0	BroadInstitute	2	predicted
CC1G_04361.2	CC1G_04361T0	Chr_1	Chr_1	+1	404	1215	746143	748227	746143	748227	746143	748227	0	BroadInstitute	2	predicted
CC1G_04362.2	CC1G_04362T0	Chr_1	Chr_1	-1	170	513	749485	749997	749485	749997	749485	749997	0	BroadInstitute	2	predicted
CC1G_04363.2	CC1G_04363T0	Chr_1	Chr_1	-1	426	1281	751215	752495	751215	752495	751215	752495	0	BroadInstitute	2	predicted
CC1G_13591.2	CC1G_13591T0	Chr_1	Chr_1	-1	188	567	754345	755087	754345	755087	754345	755087	0	BroadInstitute	2	predicted
CC1G_04367.2	CC1G_04367T0	Chr_1	Chr_1	+1	122	369	755393	755928	755393	755928	755393	755928	0	BroadInstitute	2	predicted
CC1G_04368.2	CC1G_04368T0	Chr_1	Chr_1	+1	833	2502	756227	759099	756227	759099	756227	759099	0	BroadInstitute	2	predicted
CC1G_04369.2	CC1G_04369T0	Chr_1	Chr_1	+1	941	2826	760023	763178	760023	763178	760023	763178	0	BroadInstitute	2	predicted
CC1G_04370.2	CC1G_04370T0	Chr_1	Chr_1	-1	606	1821	763511	765872	763511	765872	763511	765872	0	BroadInstitute	2	predicted
CC1G_04371.2	CC1G_04371T0	Chr_1	Chr_1	-1	469	1410	766423	767944	766423	767944	766423	767944	0	BroadInstitute	2	predicted
CC1G_13592.2	CC1G_13592T0	Chr_1	Chr_1	-1	138	417	768285	768880	768285	768880	768285	768880	0	BroadInstitute	2	predicted
CC1G_13593.2	CC1G_13593T0	Chr_1	Chr_1	-1	821	2466	769047	772413	769047	772413	769047	772413	0	BroadInstitute	2	predicted
CC1G_13594.2	CC1G_13594T0	Chr_1	Chr_1	-1	923	2772	772997	776357	772997	776357	772997	776357	0	BroadInstitute	2	predicted
CC1G_13595.2	CC1G_13595T0	Chr_1	Chr_1	-1	191	576	777009	777727	777009	777727	777009	777727	0	BroadInstitute	2	predicted
CC1G_13596.2	CC1G_13596T0	Chr_1	Chr_1	-1	146	441	778591	779807	778591	779807	778591	779807	0	BroadInstitute	2	predicted
CC1G_13597.2	CC1G_13597T0	Chr_1	Chr_1	-1	433	1302	780275	781886	780275	781886	780275	781886	0	BroadInstitute	2	predicted
CC1G_04375.2	CC1G_04375T0	Chr_1	Chr_1	-1	726	2181	782156	784421	782156	784421	782156	784421	0	BroadInstitute	2	predicted
CC1G_04376.2	CC1G_04376T0	Chr_1	Chr_1	-1	715	2148	784546	786750	784546	786750	784546	786750	0	BroadInstitute	2	predicted
CC1G_04377.2	CC1G_04377T0	Chr_1	Chr_1	+1	261	786	787728	788743	787728	788743	787728	788743	0	BroadInstitute	2	predicted
CC1G_04378.2	CC1G_04378T0	Chr_1	Chr_1	+1	238	717	789905	790679	789905	790679	789905	790679	0	BroadInstitute	2	predicted
CC1G_04379.2	CC1G_04379T0	Chr_1	Chr_1	-1	539	1620	790946	792565	790946	792565	790946	792565	0	BroadInstitute	2	predicted
CC1G_04380.2	CC1G_04380T0	Chr_1	Chr_1	+1	718	2157	793684	796130	793684	796130	793684	796130	0	BroadInstitute	2	predicted
CC1G_13598.2	CC1G_13598T0	Chr_1	Chr_1	-1	105	318	796768	797290	796768	797290	796768	797290	0	BroadInstitute	2	predicted
CC1G_04381.2	CC1G_04381T0	Chr_1	Chr_1	+1	643	1932	799326	801696	799326	801696	799326	801696	0	BroadInstitute	2	predicted
CC1G_04382.2	CC1G_04382T0	Chr_1	Chr_1	-1	322	969	802582	804047	802582	804047	802582	804047	0	BroadInstitute	2	predicted
CC1G_04383.2	CC1G_04383T0	Chr_1	Chr_1	+1	736	2211	804380	807181	804380	807181	804380	807181	0	BroadInstitute	2	predicted
CC1G_04384.2	CC1G_04384T0	Chr_1	Chr_1	-1	280	843	807709	809027	807709	809027	807709	809027	0	BroadInstitute	2	predicted
CC1G_04385.2	CC1G_04385T0	Chr_1	Chr_1	-1	350	1053	809640	811687	809640	811687	809640	811687	0	BroadInstitute	2	predicted
CC1G_04386.2	CC1G_04386T0	Chr_1	Chr_1	-1	95	288	812032	812377	812032	812377	812032	812377	0	BroadInstitute	2	predicted
CC1G_13599.2	CC1G_13599T0	Chr_1	Chr_1	+1	64	195	813682	814201	813682	814201	813682	814201	0	BroadInstitute	2	predicted
CC1G_04387.2	CC1G_04387T0	Chr_1	Chr_1	-1	324	975	814663	815637	814663	815637	814663	815637	0	BroadInstitute	2	predicted
CC1G_04388.2	CC1G_04388T0	Chr_1	Chr_1	+1	82	249	817151	817705	817151	817705	817151	817705	0	BroadInstitute	2	predicted
CC1G_04389.2	CC1G_04389T0	Chr_1	Chr_1	-1	221	666	817991	819733	817991	819733	817991	819733	0	BroadInstitute	2	predicted
CC1G_13600.2	CC1G_13600T0	Chr_1	Chr_1	+1	114	345	820445	821445	820445	821445	820445	821445	0	BroadInstitute	2	predicted
CC1G_04390.2	CC1G_04390T0	Chr_1	Chr_1	+1	340	1023	822976	824062	822976	824062	822976	824062	0	BroadInstitute	2	predicted
CC1G_04391.2	CC1G_04391T0	Chr_1	Chr_1	+1	425	1278	825298	827079	825298	827079	825298	827079	0	BroadInstitute	2	predicted
CC1G_04392.2	CC1G_04392T0	Chr_1	Chr_1	-1	235	708	827220	828322	827220	828322	827220	828322	0	BroadInstitute	2	predicted
CC1G_04393.2	CC1G_04393T0	Chr_1	Chr_1	-1	1042	3129	828698	832706	828698	832706	828698	832706	0	BroadInstitute	2	predicted
CC1G_04394.2	CC1G_04394T0	Chr_1	Chr_1	+1	119	360	832917	833637	832917	833637	832917	833637	0	BroadInstitute	2	predicted
CC1G_04395.2	CC1G_04395T0	Chr_1	Chr_1	-1	449	1350	834089	835815	834089	835815	834089	835815	0	BroadInstitute	2	predicted
CC1G_04396.2	CC1G_04396T0	Chr_1	Chr_1	-1	137	414	836452	837054	836452	837054	836452	837054	0	BroadInstitute	2	predicted
CC1G_04397.2	CC1G_04397T0	Chr_1	Chr_1	+1	319	960	838124	839368	838124	839368	838124	839368	0	BroadInstitute	2	predicted
CC1G_04398.2	CC1G_04398T0	Chr_1	Chr_1	-1	275	828	839414	840459	839414	840459	839414	840459	0	BroadInstitute	2	predicted
CC1G_13601.2	CC1G_13601T0	Chr_1	Chr_1	+1	1897	5694	840801	848794	840801	848794	840801	848794	0	BroadInstitute	2	predicted
CC1G_04402.2	CC1G_04402T0	Chr_1	Chr_1	+1	737	2214	856987	859394	856987	859394	856987	859394	0	BroadInstitute	2	predicted
CC1G_04403.2	CC1G_04403T0	Chr_1	Chr_1	-1	450	1353	861298	862906	861298	862906	861298	862906	0	BroadInstitute	2	predicted
CC1G_04404.2	CC1G_04404T0	Chr_1	Chr_1	-1	632	1899	865808	869115	865808	869115	865808	869115	0	BroadInstitute	2	predicted
CC1G_04405.2	CC1G_04405T0	Chr_1	Chr_1	-1	510	1533	870196	871997	870196	871997	870196	871997	0	BroadInstitute	2	predicted
CC1G_04406.2	CC1G_04406T0	Chr_1	Chr_1	+1	485	1458	872893	874831	872893	874831	872893	874831	0	BroadInstitute	2	predicted
CC1G_04407.2	CC1G_04407T0	Chr_1	Chr_1	+1	510	1533	875514	877957	875514	877957	875514	877957	0	BroadInstitute	2	predicted
CC1G_04408.2	CC1G_04408T0	Chr_1	Chr_1	-1	621	1866	879278	881324	879278	881324	879278	881324	0	BroadInstitute	2	predicted
CC1G_04409.2	CC1G_04409T0	Chr_1	Chr_1	+1	226	681	881520	882374	881520	882374	881520	882374	0	BroadInstitute	2	predicted
CC1G_04410.2	CC1G_04410T0	Chr_1	Chr_1	+1	369	1110	883128	884708	883128	884708	883128	884708	0	BroadInstitute	2	predicted
CC1G_04411.2	CC1G_04411T0	Chr_1	Chr_1	+1	756	2271	884983	887308	884983	887308	884983	887308	0	BroadInstitute	2	predicted
CC1G_13602.2	CC1G_13602T0	Chr_1	Chr_1	-1	184	555	887798	888715	887798	888715	887798	888715	0	BroadInstitute	2	predicted
CC1G_04414.2	CC1G_04414T0	Chr_1	Chr_1	+1	253	762	889197	890127	889197	890127	889197	890127	0	BroadInstitute	2	predicted
CC1G_13603.2	CC1G_13603T0	Chr_1	Chr_1	-1	1998	5997	890304	898802	890304	898802	890304	898802	0	BroadInstitute	2	predicted
CC1G_13604.2	CC1G_13604T0	Chr_1	Chr_1	-1	311	936	899381	900534	899381	900534	899381	900534	0	BroadInstitute	2	predicted
CC1G_04418.2	CC1G_04418T0	Chr_1	Chr_1	+1	445	1338	900707	902196	900707	902196	900707	902196	0	BroadInstitute	2	predicted
CC1G_04419.2	CC1G_04419T0	Chr_1	Chr_1	-1	274	825	902338	903431	902338	903431	902338	903431	0	BroadInstitute	2	predicted
CC1G_04420.2	CC1G_04420T0	Chr_1	Chr_1	+1	216	651	903592	904763	903592	904763	903592	904763	0	BroadInstitute	2	predicted
CC1G_04421.2	CC1G_04421T0	Chr_1	Chr_1	+1	1424	4275	905264	909987	905264	909987	905264	909987	0	BroadInstitute	2	predicted
CC1G_04422.2	CC1G_04422T0	Chr_1	Chr_1	+1	257	774	911587	912540	911587	912540	911587	912540	0	BroadInstitute	2	predicted
CC1G_04423.2	CC1G_04423T0	Chr_1	Chr_1	+1	291	876	912986	914429	912986	914429	912986	914429	0	BroadInstitute	2	predicted
CC1G_04424.2	CC1G_04424T0	Chr_1	Chr_1	+1	337	1014	914878	915998	914878	915998	914878	915998	0	BroadInstitute	2	predicted
CC1G_04425.2	CC1G_04425T0	Chr_1	Chr_1	-1	415	1248	916268	918003	916268	918003	916268	918003	0	BroadInstitute	2	predicted
CC1G_04426.2	CC1G_04426T0	Chr_1	Chr_1	+1	212	639	918590	919503	918590	919503	918590	919503	0	BroadInstitute	2	predicted
CC1G_04427.2	CC1G_04427T0	Chr_1	Chr_1	+1	589	1770	920195	922630	920195	922630	920195	922630	0	BroadInstitute	2	predicted
CC1G_04428.2	CC1G_04428T0	Chr_1	Chr_1	+1	214	645	923129	923952	923129	923952	923129	923952	0	BroadInstitute	2	predicted
CC1G_04429.2	CC1G_04429T0	Chr_1	Chr_1	-1	232	699	925305	926134	925305	926134	925305	926134	0	BroadInstitute	2	predicted
CC1G_04430.2	CC1G_04430T0	Chr_1	Chr_1	-1	183	552	926807	927660	926807	927660	926807	927660	0	BroadInstitute	2	predicted
CC1G_13605.2	CC1G_13605T0	Chr_1	Chr_1	+1	70	213	933064	933550	933064	933550	933064	933550	0	BroadInstitute	2	predicted
CC1G_04431.2	CC1G_04431T0	Chr_1	Chr_1	-1	99	300	934815	935168	934815	935168	934815	935168	0	BroadInstitute	2	predicted
CC1G_04432.2	CC1G_04432T0	Chr_1	Chr_1	-1	153	462	938017	938956	938017	938956	938017	938956	0	BroadInstitute	2	predicted
CC1G_04433.2	CC1G_04433T0	Chr_1	Chr_1	+1	71	216	939800	940078	939800	940078	939800	940078	0	BroadInstitute	2	predicted
CC1G_04434.2	CC1G_04434T0	Chr_1	Chr_1	+1	361	1086	942659	944104	942659	944104	942659	944104	0	BroadInstitute	2	predicted
CC1G_04435.2	CC1G_04435T0	Chr_1	Chr_1	-1	89	270	944990	945518	944990	945518	944990	945518	0	BroadInstitute	2	predicted
CC1G_13606.2	CC1G_13606T0	Chr_1	Chr_1	+1	146	441	946180	947308	946180	947308	946180	947308	0	BroadInstitute	2	predicted
CC1G_04436.2	CC1G_04436T0	Chr_1	Chr_1	+1	444	1335	947876	949802	947876	949802	947876	949802	0	BroadInstitute	2	predicted
CC1G_04437.2	CC1G_04437T0	Chr_1	Chr_1	+1	345	1038	950956	952248	950956	952248	950956	952248	0	BroadInstitute	2	predicted
CC1G_04438.2	CC1G_04438T0	Chr_1	Chr_1	-1	404	1215	952626	954119	952626	954119	952626	954119	0	BroadInstitute	2	predicted
CC1G_04439.2	CC1G_04439T0	Chr_1	Chr_1	+1	73	222	954823	955205	954823	955205	954823	955205	0	BroadInstitute	2	predicted
CC1G_04440.2	CC1G_04440T0	Chr_1	Chr_1	-1	122	369	955401	955878	955401	955878	955401	955878	0	BroadInstitute	2	predicted
CC1G_04441.2	CC1G_04441T0	Chr_1	Chr_1	+1	990	2973	956185	959415	956185	959415	956185	959415	0	BroadInstitute	2	predicted
CC1G_04442.2	CC1G_04442T0	Chr_1	Chr_1	+1	445	1338	959734	961071	959734	961071	959734	961071	0	BroadInstitute	2	predicted
CC1G_08618.2	CC1G_08618T0	Chr_1	Chr_1	-1	1196	3591	961742	966291	961742	966291	961742	966291	0	BroadInstitute	2	predicted
CC1G_08619.2	CC1G_08619T0	Chr_1	Chr_1	+1	422	1269	966461	967883	966461	967883	966461	967883	0	BroadInstitute	2	predicted
CC1G_13607.2	CC1G_13607T0	Chr_1	Chr_1	-1	822	2469	968262	971077	968262	971077	968262	971077	0	BroadInstitute	2	predicted
CC1G_13608.2	CC1G_13608T0	Chr_1	Chr_1	-1	588	1767	971303	974131	971303	974131	971303	974131	0	BroadInstitute	2	predicted
CC1G_08621.2	CC1G_08621T0	Chr_1	Chr_1	+1	224	675	974479	975229	974479	975229	974479	975229	0	BroadInstitute	2	predicted
CC1G_08622.2	CC1G_08622T0	Chr_1	Chr_1	+1	118	357	976580	977115	976580	977115	976580	977115	0	BroadInstitute	2	predicted
CC1G_08623.2	CC1G_08623T0	Chr_1	Chr_1	+1	672	2019	978761	980833	978761	980833	978761	980833	0	BroadInstitute	2	predicted
CC1G_08624.2	CC1G_08624T0	Chr_1	Chr_1	+1	880	2643	981135	984000	981135	984000	981135	984000	0	BroadInstitute	2	predicted
CC1G_08625.2	CC1G_08625T0	Chr_1	Chr_1	+1	385	1158	984221	985431	984221	985431	984221	985431	0	BroadInstitute	2	predicted
CC1G_08626.2	CC1G_08626T0	Chr_1	Chr_1	-1	236	711	987023	987883	987023	987883	987023	987883	0	BroadInstitute	2	predicted
CC1G_13609.2	CC1G_13609T0	Chr_1	Chr_1	-1	193	582	988865	989672	988865	989672	988865	989672	0	BroadInstitute	2	predicted
CC1G_08627.2	CC1G_08627T0	Chr_1	Chr_1	+1	187	564	990867	991539	990867	991539	990867	991539	0	BroadInstitute	2	predicted
CC1G_13610.2	CC1G_13610T0	Chr_1	Chr_1	-1	309	930	992165	993150	992165	993150	992165	993150	0	BroadInstitute	2	predicted
CC1G_08628.2	CC1G_08628T0	Chr_1	Chr_1	-1	451	1356	993296	994651	993296	994651	993296	994651	0	BroadInstitute	2	predicted
CC1G_08629.2	CC1G_08629T0	Chr_1	Chr_1	-1	1516	4551	995121	1000593	995121	1000593	995121	1000593	0	BroadInstitute	2	predicted
CC1G_13611.2	CC1G_13611T0	Chr_1	Chr_1	+1	444	1335	1000907	1002623	1000907	1002623	1000907	1002623	0	BroadInstitute	2	predicted
CC1G_08632.2	CC1G_08632T0	Chr_1	Chr_1	+1	979	2940	1002894	1006417	1002894	1006417	1002894	1006417	0	BroadInstitute	2	predicted
CC1G_08633.2	CC1G_08633T0	Chr_1	Chr_1	-1	854	2565	1007832	1010993	1007832	1010993	1007832	1010993	0	BroadInstitute	2	predicted
CC1G_08634.2	CC1G_08634T0	Chr_1	Chr_1	+1	1470	4413	1011233	1016383	1011233	1016383	1011233	1016383	0	BroadInstitute	2	predicted
CC1G_13612.2	CC1G_13612T0	Chr_1	Chr_1	-1	118	357	1016906	1017262	1016906	1017262	1016906	1017262	0	BroadInstitute	2	predicted
CC1G_08635.2	CC1G_08635T0	Chr_1	Chr_1	-1	568	1707	1018075	1020035	1018075	1020035	1018075	1020035	0	BroadInstitute	2	predicted
CC1G_13613.2	CC1G_13613T0	Chr_1	Chr_1	-1	57	174	1021191	1021607	1021191	1021607	1021191	1021607	0	BroadInstitute	2	predicted
CC1G_08636.2	CC1G_08636T0	Chr_1	Chr_1	-1	270	813	1023675	1024487	1023675	1024487	1023675	1024487	0	BroadInstitute	2	predicted
CC1G_08637.2	CC1G_08637T0	Chr_1	Chr_1	-1	1126	3381	1029265	1033051	1029265	1033051	1029265	1033051	0	BroadInstitute	2	predicted
CC1G_08638.2	CC1G_08638T0	Chr_1	Chr_1	-1	407	1224	1035862	1037301	1035862	1037301	1035862	1037301	0	BroadInstitute	2	predicted
CC1G_08640.2	CC1G_08640T0	Chr_1	Chr_1	-1	396	1191	1043074	1044489	1043074	1044489	1043074	1044489	0	BroadInstitute	2	predicted
CC1G_08641.2	CC1G_08641T0	Chr_1	Chr_1	+1	253	762	1044742	1045886	1044742	1045886	1044742	1045886	0	BroadInstitute	2	predicted
CC1G_08642.2	CC1G_08642T0	Chr_1	Chr_1	-1	858	2577	1049261	1052930	1049261	1052930	1049261	1052930	0	BroadInstitute	2	predicted
