model,Count,dS,dN,scaffold,start_position
CC1G_10750,13,2.25,0.79,Chr_4,820257
CC1G_10753,14,2.01,0.69,Chr_4,828065
CC1G_10754,14,2.13,0.67,Chr_4,828859
CC1G_10755,14,2.02,0.69,Chr_4,830783
CC1G_10758,13,1.79,0.52,Chr_4,837819
CC1G_10760,13,1.79,0.63,Chr_4,841647
CC1G_10761,13,1.76,0.61,Chr_4,843496
CC1G_10764,13,1.71,0.63,Chr_4,847303
CC1G_10766,13,1.88,0.67,Chr_4,850720
CC1G_10768,13,1.65,0.59,Chr_4,854977
CC1G_10769,12,1.64,0.6,Chr_4,856556
CC1G_14343,14,1.45,0.53,Chr_4,861260
CC1G_10770,14,1.26,0.5,Chr_4,862399
CC1G_14344,14,1.36,0.45,Chr_4,863154
CC1G_10773,13,1.38,0.54,Chr_4,868618
CC1G_13154,14,1.55,0.6,Chr_4,877019
CC1G_13155,14,1.57,0.62,Chr_4,879428
CC1G_14346,13,1.7,0.65,Chr_4,884154
CC1G_12789,13,1.65,0.62,Chr_4,884823
CC1G_12790,11,1.47,0.59,Chr_4,887592
CC1G_12791,11,1.38,0.5,Chr_4,891797
CC1G_12793,10,1.4,0.5,Chr_4,894565
CC1G_12794,10,1.12,0.52,Chr_4,895636
CC1G_12795,11,1.51,0.57,Chr_4,900912
CC1G_12796,10,1.59,0.59,Chr_4,905037
CC1G_12494,7,1.81,0.64,Chr_4,914272
CC1G_14347,4,0.81,0.28,Chr_4,920880
CC1G_12498,3,0.91,0.26,Chr_4,928569
CC1G_11887,2,3.51,0.81,Chr_4,954266
CC1G_11889,2,3.27,0.54,Chr_4,957971
CC1G_11892,3,2.35,0.55,Chr_4,962501
CC1G_11897,1,4.22,0.83,Chr_4,986243
CC1G_12467,4,1.36,0.42,Chr_4,1018279
CC1G_12468,5,1.08,0.36,Chr_4,1019232
CC1G_12469,5,0.97,0.38,Chr_4,1021213
CC1G_12470,7,1.51,0.56,Chr_4,1025396
CC1G_12715,11,1.08,0.29,Chr_4,1039131
CC1G_12716,12,1.09,0.36,Chr_4,1043755
CC1G_12717,11,0.85,0.32,Chr_4,1047255
CC1G_14352,11,0.81,0.29,Chr_4,1048263
CC1G_12718,10,0.84,0.38,Chr_4,1050479
CC1G_12720,11,1.2,0.46,Chr_4,1053809
CC1G_12721,11,1.27,0.47,Chr_4,1054876
CC1G_14354,12,1.27,0.49,Chr_4,1060335
CC1G_14355,11,1.18,0.4,Chr_4,1064938
CC1G_13035,12,1.14,0.41,Chr_4,1067302
CC1G_13036,11,1.14,0.43,Chr_4,1069070
CC1G_11659,8,0.39,0.18,Chr_4,1077963
CC1G_11661,7,0.79,0.31,Chr_4,1084103
CC1G_11664,6,1.01,0.4,Chr_4,1090037
CC1G_11673,5,1.82,0.5,Chr_4,1106767
CC1G_11674,6,2.28,0.72,Chr_4,1109819
CC1G_11680,7,2.18,0.54,Chr_4,1125665
CC1G_11681,8,2.37,0.66,Chr_4,1128820
CC1G_11682,9,2.57,0.56,Chr_4,1132526
CC1G_11683,10,2.59,0.56,Chr_4,1134300
CC1G_07815,12,2.66,0.72,Chr_4,1142211
CC1G_07818,13,2.37,0.72,Chr_4,1149804
CC1G_14358,12,2.3,0.65,Chr_4,1152056
CC1G_14359,11,2.34,0.71,Chr_4,1154157
CC1G_07820,11,2.28,0.71,Chr_4,1156143
CC1G_07821,10,2.33,0.69,Chr_4,1158545
CC1G_07823,9,2.36,0.59,Chr_4,1162101
CC1G_07824,9,2.51,0.67,Chr_4,1164218
CC1G_07825,9,2.28,0.6,Chr_4,1165841
CC1G_07827,9,2.46,0.79,Chr_4,1168390
CC1G_07835,4,2.11,0.83,Chr_4,1191666
CC1G_07837,3,2.22,1.19,Chr_4,1196758
CC1G_07843,5,2.07,0.94,Chr_4,1211455
CC1G_07844,5,1.87,0.91,Chr_4,1213673
CC1G_07848,4,2.32,0.93,Chr_4,1226639
CC1G_07849,5,1.9,0.78,Chr_4,1228740
CC1G_07855,5,2.1,0.68,Chr_4,1249755
CC1G_14362,5,2.33,0.88,Chr_4,1253247
CC1G_14363,4,1.86,0.94,Chr_4,1255883
CC1G_07858,4,2.17,0.8,Chr_4,1260655
CC1G_07862,5,2.63,0.72,Chr_4,1277268
CC1G_07870,4,2.04,0.79,Chr_4,1290541
CC1G_07871,5,2.32,0.65,Chr_4,1291583
CC1G_07875,7,2.33,0.53,Chr_4,1309200
CC1G_07876,8,2.48,0.69,Chr_4,1314380
CC1G_07877,7,2.08,0.72,Chr_4,1316194
CC1G_11630,6,2.29,0.71,Chr_4,1318826
CC1G_11633,6,1.99,0.58,Chr_4,1328238
CC1G_11635,6,2.02,0.71,Chr_4,1333297
CC1G_11638,5,2.03,0.49,Chr_4,1339079
CC1G_11167,4,8.32,0.88,Chr_4,1414466
CC1G_11170,4,8.14,0.91,Chr_4,1420768
CC1G_11175,4,8.37,0.93,Chr_4,1435190
CC1G_11176,4,1.94,0.85,Chr_4,1437326
CC1G_14373,4,8.56,0.99,Chr_4,1438147
CC1G_14376,4,2.46,0.94,Chr_4,1475741
CC1G_12374,4,2.02,0.97,Chr_4,1481799
CC1G_12375,4,2.3,0.84,Chr_4,1487027
CC1G_12376,4,2.29,0.68,Chr_4,1488838
CC1G_12377,4,2.39,0.76,Chr_4,1490912
CC1G_13236,2,1.77,0.8,Chr_4,1548105
CC1G_14380,2,0.82,0.38,Chr_4,1560538
CC1G_14381,2,1.08,0.52,Chr_4,1561720
CC1G_10937,2,2.47,1.01,Chr_4,1605696
CC1G_10944,4,2.58,0.55,Chr_4,1623001
CC1G_10945,4,2.69,0.56,Chr_4,1626207
CC1G_10949,3,3.18,0.87,Chr_4,1632884
CC1G_14386,5,1.93,0.66,Chr_4,1647080
CC1G_06261,2,3.05,0.56,Chr_4,1660391
CC1G_06264,2,3.34,0.54,Chr_4,1667079
CC1G_06286,2,2.88,0.86,Chr_4,1725858
CC1G_06290,3,2.27,1.04,Chr_4,1733561
CC1G_06292,3,2.95,1.01,Chr_4,1739733
CC1G_06298,2,2.88,0.86,Chr_4,1755136
CC1G_06309,3,2.95,1.03,Chr_4,1783434
CC1G_14392,3,3.34,1.04,Chr_4,1787196
CC1G_06313,3,2.61,0.97,Chr_4,1792910
CC1G_06318,5,2.55,1.19,Chr_4,1802959
CC1G_06325,5,2.72,1.02,Chr_4,1822858
CC1G_06326,5,2.81,1.02,Chr_4,1826146
CC1G_06329,5,2.54,1.14,Chr_4,1834033
CC1G_06333,6,2.35,1.12,Chr_4,1842365
CC1G_06334,7,2.43,1.18,Chr_4,1845335
CC1G_06338,5,2.8,1.1,Chr_4,1853433
CC1G_14405,4,2.9,1.13,Chr_4,1862294
CC1G_06343,3,2.59,1.07,Chr_4,1867445
CC1G_14407,4,2.24,0.8,Chr_4,1900429
CC1G_14408,4,2.22,0.75,Chr_4,1900942
CC1G_06356,4,2.08,0.87,Chr_4,1906058
CC1G_14410,4,2.17,0.73,Chr_4,1918369
CC1G_14411,5,2.14,0.77,Chr_4,1920838
CC1G_06367,3,2.22,0.92,Chr_4,1945016
CC1G_06369,3,2.33,0.98,Chr_4,1952590
CC1G_06373,3,2.34,0.96,Chr_4,1965537
CC1G_06375,2,2.2,0.88,Chr_4,1970630
CC1G_06417,1,2.01,0.6,Chr_4,2079430
CC1G_06423,4,1.7,1.14,Chr_4,2102418
CC1G_06425,3,1.74,0.86,Chr_4,2107598
CC1G_06426,3,1.74,1.3,Chr_4,2109688
CC1G_06431,3,1.67,0.7,Chr_4,2120988
CC1G_06441,2,2.64,1.15,Chr_4,2152436
CC1G_06445,4,1.31,0.56,Chr_4,2161567
CC1G_12975,4,1.46,0.47,Chr_4,2164544
CC1G_12980,6,1.76,0.58,Chr_4,2179927
CC1G_12409,7,1.71,0.52,Chr_4,2182825
CC1G_12411,6,1.45,0.26,Chr_4,2189586
CC1G_12414,7,1.18,0.24,Chr_4,2194743
CC1G_12415,7,1.27,0.17,Chr_4,2198650
CC1G_12419,7,1.67,0.38,Chr_4,2206775
CC1G_12421,6,1.8,0.41,Chr_4,2211977
CC1G_14424,6,2.12,0.49,Chr_4,2214741
CC1G_12567,5,1.83,0.39,Chr_4,2228821
CC1G_12570,4,2.29,0.78,Chr_4,2238265
CC1G_07046,3,2.53,0.95,Chr_4,2252733
CC1G_07048,2,1.86,0.6,Chr_4,2257777
CC1G_07084,2,1.6,0.91,Chr_4,2369050
CC1G_07085,2,2.27,1.05,Chr_4,2375471
CC1G_07088,2,1.78,0.86,Chr_4,2381356
CC1G_07111,2,2.7,0.62,Chr_4,2445597
CC1G_07112,3,2.52,0.68,Chr_4,2447060
CC1G_07115,4,2.37,0.65,Chr_4,2450497
CC1G_07556,8,2.32,0.74,Chr_4,2471619
CC1G_07557,7,2.3,0.69,Chr_4,2473567
CC1G_07559,7,2.27,0.79,Chr_4,2478336
CC1G_07560,7,2.18,0.68,Chr_4,2481170
CC1G_14440,7,2.25,0.7,Chr_4,2483602
CC1G_14441,7,1.87,0.7,Chr_4,2485095
CC1G_07562,7,2.21,0.73,Chr_4,2487339
CC1G_07569,7,2.11,0.82,Chr_4,2500731
CC1G_07571,4,1.91,0.7,Chr_4,2512415
CC1G_07576,7,1.82,0.59,Chr_4,2525496
CC1G_07577,6,1.96,0.61,Chr_4,2528363
CC1G_07578,6,1.9,0.7,Chr_4,2531391
CC1G_07581,6,2.06,0.69,Chr_4,2540784
CC1G_07582,6,2.18,0.73,Chr_4,2542579
CC1G_07583,6,1.91,0.63,Chr_4,2544891
CC1G_07589,5,1.95,0.72,Chr_4,2560233
CC1G_07595,5,2.27,0.9,Chr_4,2575530
CC1G_14446,5,2.23,0.87,Chr_4,2584764
CC1G_14447,5,1.91,0.66,Chr_4,2585960
CC1G_07598,5,2.19,0.81,Chr_4,2587915
CC1G_07600,6,2.05,0.68,Chr_4,2595367
CC1G_07604,5,2,0.71,Chr_4,2610656
CC1G_07606,4,1.83,0.68,Chr_4,2619014
CC1G_07608,3,1.87,0.62,Chr_4,2624085
CC1G_14451,5,1.85,0.66,Chr_4,2643453
CC1G_10029,3,2.29,0.86,Chr_4,2651289
CC1G_10030,3,1.67,0.85,Chr_4,2655135
CC1G_10033,3,1.98,0.79,Chr_4,2659543
CC1G_10050,1,4.09,0.98,Chr_4,2699724
CC1G_10055,2,2.02,0.74,Chr_4,2710934
CC1G_10061,2,3.78,0.92,Chr_4,2731044
CC1G_10067,2,2.25,0.86,Chr_4,2754115
CC1G_10068,1,3.47,0.85,Chr_4,2757009
CC1G_06176,2,1.92,0.64,Chr_4,2791493
CC1G_14458,3,1.7,0.47,Chr_4,2799364
CC1G_06184,5,1.83,0.97,Chr_4,2814062
CC1G_06186,5,1.58,0.82,Chr_4,2822216
CC1G_06188,6,2.07,0.63,Chr_4,2830876
CC1G_14461,6,2.02,0.72,Chr_4,2835288
CC1G_06193,6,2.48,1.07,Chr_4,2842632
CC1G_06195,5,2.01,0.99,Chr_4,2848727
CC1G_06196,5,2.01,0.97,Chr_4,2850379
CC1G_06201,4,2.6,0.58,Chr_4,2860299
CC1G_06206,3,2.3,1.08,Chr_4,2877210
CC1G_06210,2,2.68,0.8,Chr_4,2886404
CC1G_06212,2,3.14,0.84,Chr_4,2891446
CC1G_14469,1,1.81,0.78,Chr_4,2918448
CC1G_06228,3,1.78,0.73,Chr_4,2933853
CC1G_06235,3,2.04,1,Chr_4,2947594
CC1G_14474,4,1.93,0.7,Chr_4,2955175
CC1G_06239,3,1.99,0.76,Chr_4,2965295
CC1G_06245,4,2.8,0.98,Chr_4,2979718
CC1G_06249,3,3.1,0.88,Chr_4,2992434
CC1G_06250,3,1.75,0.67,Chr_4,2994506
CC1G_14477,9,1.78,0.37,Chr_4,3016666
CC1G_08057,7,1.33,0.28,Chr_4,3022727
CC1G_08058,8,1.08,0.27,Chr_4,3024609
CC1G_08059,10,0.97,0.17,Chr_4,3027378
CC1G_08060,12,1.07,0.21,Chr_4,3029214
CC1G_08063,13,1.06,0.24,Chr_4,3035388
CC1G_14479,13,1.09,0.25,Chr_4,3036867
CC1G_14481,13,1.09,0.25,Chr_4,3039450
CC1G_08067,11,1,0.2,Chr_4,3047968
CC1G_14483,10,0.89,0.21,Chr_4,3050016
CC1G_14484,11,0.98,0.31,Chr_4,3051153
CC1G_14485,10,0.8,0.27,Chr_4,3053030
CC1G_08068,10,0.73,0.22,Chr_4,3054120
CC1G_08071,11,1.02,0.33,Chr_4,3059134
CC1G_08077,6,1.15,0.39,Chr_4,3075696
CC1G_08079,3,1.24,0.62,Chr_4,3080967
CC1G_08080,3,1.79,0.85,Chr_4,3083025
CC1G_08091,2,2.69,1.17,Chr_4,3113820
CC1G_08095,2,2.32,0.86,Chr_4,3124226
CC1G_08098,2,2.36,0.83,Chr_4,3130557
CC1G_14491,3,1.09,0.48,Chr_4,3167037
CC1G_08110,3,1.01,0.39,Chr_4,3170359
CC1G_08114,5,1.25,0.43,Chr_4,3183882
CC1G_08118,7,1.33,0.55,Chr_4,3191747
CC1G_04051,5,1.19,0.56,Chr_4,3204469
CC1G_04052,5,1.47,0.62,Chr_4,3207166
CC1G_04054,4,1.25,0.5,Chr_4,3210170
CC1G_04055,6,1.1,0.42,Chr_4,3212296
CC1G_04060,7,1.39,0.45,Chr_4,3235273
CC1G_04061,7,1.41,0.44,Chr_4,3236613
CC1G_04062,6,1.05,0.24,Chr_4,3238159
CC1G_14498,7,1.13,0.47,Chr_4,3241240
CC1G_04065,7,1.24,0.45,Chr_4,3245738
CC1G_04066,7,1.44,0.48,Chr_4,3248708
CC1G_04067,7,1.37,0.45,Chr_4,3251038
CC1G_04069,7,1.51,0.32,Chr_4,3265547
CC1G_04073,4,2.12,0.68,Chr_4,3277202
CC1G_14500,4,2.11,0.69,Chr_4,3278476
CC1G_04074,4,1.22,0.5,Chr_4,3279940
CC1G_14503,5,2.8,0.75,Chr_4,3298845
CC1G_04085,3,3.27,1.01,Chr_4,3305823
CC1G_04091,4,2.7,0.87,Chr_4,3319611
CC1G_04092,3,3.66,1.04,Chr_4,3324169
CC1G_04097,6,2.36,0.87,Chr_4,3344332
CC1G_04100,5,1.71,0.68,Chr_4,3353230
CC1G_04103,5,1.56,0.5,Chr_4,3357689
CC1G_04105,6,2.13,0.7,Chr_4,3361503
CC1G_04107,8,1.78,0.58,Chr_4,3364612
CC1G_04112,10,1.43,0.51,Chr_4,3373890
CC1G_04116,9,1.21,0.49,Chr_4,3385535
CC1G_14508,8,1.51,0.53,Chr_4,3387244
CC1G_04117,8,1.45,0.51,Chr_4,3388915
CC1G_04118,7,1.43,0.45,Chr_4,3390460
CC1G_04119,7,1.47,0.53,Chr_4,3392095
CC1G_14510,8,1.74,0.6,Chr_4,3396992
CC1G_04121,8,1.84,0.44,Chr_4,3404753
CC1G_04128,4,1.78,0.42,Chr_4,3421839
CC1G_04130,5,1.51,0.63,Chr_4,3425943
CC1G_04134,7,1.94,0.51,Chr_4,3442856
CC1G_04137,7,1.68,0.32,Chr_4,3447611
CC1G_04138,7,1.97,0.45,Chr_4,3450560
CC1G_14516,8,1.5,0.32,Chr_4,3460257
CC1G_14517,9,1.65,0.42,Chr_4,3462328
CC1G_14520,11,1.78,0.43,Chr_4,3466213
CC1G_04144,11,1.83,0.51,Chr_4,3470582
CC1G_04149,11,1.64,0.42,Chr_4,3482697
CC1G_04150,11,1.58,0.43,Chr_4,3484433
CC1G_04151,11,1.78,0.44,Chr_4,3486837
CC1G_04152,10,1.86,0.5,Chr_4,3488021
CC1G_04153,11,1.71,0.43,Chr_4,3489381
CC1G_14522,11,1.69,0.4,Chr_4,3494752
CC1G_14523,12,1.76,0.52,Chr_4,3502738
CC1G_14524,12,1.84,0.55,Chr_4,3503609
CC1G_04161,11,1.5,0.49,Chr_4,3511158
CC1G_04162,10,1.57,0.57,Chr_4,3514319
CC1G_04164,9,1.57,0.58,Chr_4,3518729
CC1G_04165,8,1.17,0.39,Chr_4,3521026
CC1G_04166,9,1.36,0.47,Chr_4,3525820
CC1G_04169,10,4.12,0.53,Chr_4,3534264
CC1G_04170,9,4.36,0.51,Chr_4,3538428
CC1G_04173,6,5.76,0.46,Chr_4,3548078
CC1G_04175,5,6.54,0.33,Chr_4,3552161
CC1G_04176,5,6.84,0.46,Chr_4,3555994
CC1G_04177,5,1.52,0.48,Chr_4,3557893
CC1G_12870,3,0.93,0.44,Chr_5,7751
CC1G_12868,4,1.7,0.74,Chr_5,13701
CC1G_12867,4,1.82,0.89,Chr_5,14670
CC1G_12866,4,1.68,0.79,Chr_5,20619
CC1G_14526,5,1.37,0.67,Chr_5,36716
CC1G_14528,3,3.72,1.1,Chr_5,57921
CC1G_14529,4,3.52,0.97,Chr_5,58977
CC1G_08918,6,2.32,0.88,Chr_5,68560
CC1G_08914,7,2.92,0.78,Chr_5,83711
CC1G_08913,6,3.09,0.75,Chr_5,86628
CC1G_08912,7,2.95,0.71,Chr_5,89497
CC1G_14531,7,2.82,0.66,Chr_5,91516
CC1G_08907,8,2.5,0.83,Chr_5,101775
CC1G_08905,8,2.47,0.84,Chr_5,106026
CC1G_08902,8,2.46,0.84,Chr_5,113559
CC1G_08900,7,2.28,0.73,Chr_5,117169
CC1G_08898,7,2.32,0.72,Chr_5,121858
CC1G_08892,7,2.36,0.95,Chr_5,134924
CC1G_08890,7,2.27,0.82,Chr_5,138139
CC1G_08889,6,2.28,0.87,Chr_5,141022
CC1G_14534,4,2.19,0.72,Chr_5,149135
CC1G_14535,4,2.09,0.86,Chr_5,153152
CC1G_06710,4,1.52,0.72,Chr_5,182822
CC1G_06709,4,1.34,0.72,Chr_5,185071
CC1G_06707,5,2.21,0.74,Chr_5,189119
CC1G_06704,7,2.22,0.72,Chr_5,197937
CC1G_06702,8,1.89,0.64,Chr_5,201070
CC1G_06698,6,1.45,0.6,Chr_5,212295
CC1G_06697,5,2.06,0.58,Chr_5,214355
CC1G_06693,5,1.89,0.49,Chr_5,221558
CC1G_06692,4,2.7,0.68,Chr_5,224697
CC1G_06679,3,2.1,0.76,Chr_5,258308
CC1G_06675,4,1.73,0.74,Chr_5,269273
CC1G_06672,4,2.02,0.7,Chr_5,277322
CC1G_06670,5,2.4,0.79,Chr_5,281284
CC1G_06668,4,2.33,0.67,Chr_5,285262
CC1G_14542,4,1.66,0.76,Chr_5,302728
CC1G_14543,4,1.23,0.41,Chr_5,314909
CC1G_14544,4,1.16,0.23,Chr_5,317553
CC1G_06652,5,1.6,0.73,Chr_5,332917
CC1G_14545,6,1.64,0.72,Chr_5,336487
CC1G_06648,4,1.12,0.38,Chr_5,343435
CC1G_06646,5,1.64,0.45,Chr_5,350983
CC1G_06644,4,2.21,0.6,Chr_5,359330
CC1G_06639,3,2.13,0.7,Chr_5,371693
CC1G_06634,2,2.84,0.4,Chr_5,389429
CC1G_11110,3,2.94,0.55,Chr_5,413035
CC1G_11109,2,2.88,0.4,Chr_5,415173
CC1G_11102,2,2.02,0.51,Chr_5,435318
CC1G_11094,4,2.74,0.74,Chr_5,467906
CC1G_11093,4,2.77,0.75,Chr_5,469350
CC1G_11089,5,2.52,0.63,Chr_5,475037
CC1G_08253,8,2.37,0.71,Chr_5,484389
CC1G_08252,8,2.04,0.76,Chr_5,486055
CC1G_08246,8,2.56,0.74,Chr_5,499909
CC1G_08245,7,2.69,0.71,Chr_5,501658
CC1G_08244,7,2.57,0.61,Chr_5,503362
CC1G_08242,8,2.62,0.67,Chr_5,507951
CC1G_08240,8,2.06,0.77,Chr_5,511525
CC1G_08233,8,2.19,0.77,Chr_5,521935
CC1G_08230,7,2.13,0.64,Chr_5,530544
CC1G_14548,6,2.35,0.6,Chr_5,535024
CC1G_08228,6,2.24,0.5,Chr_5,536418
CC1G_08223,5,2.34,0.83,Chr_5,547794
CC1G_08219,5,1.91,0.72,Chr_5,555392
CC1G_08212,3,2.59,0.62,Chr_5,571917
CC1G_08207,2,1.86,0.85,Chr_5,586608
CC1G_08199,6,1.78,0.63,Chr_5,607235
CC1G_08197,7,1.51,0.64,Chr_5,611642
CC1G_08196,10,1.3,0.61,Chr_5,615127
CC1G_08192,10,1.42,0.6,Chr_5,624842
CC1G_08191,10,1.42,0.6,Chr_5,626650
CC1G_08190,10,1.59,0.68,Chr_5,628591
CC1G_08187,10,1.45,0.53,Chr_5,633827
CC1G_08186,11,1.61,0.65,Chr_5,636323
CC1G_08185,11,1.8,0.73,Chr_5,637711
CC1G_08184,11,1.59,0.64,Chr_5,638244
CC1G_14554,11,1.6,0.64,Chr_5,640013
CC1G_13030,9,1.76,0.74,Chr_5,655990
CC1G_13028,8,1.67,0.61,Chr_5,659102
CC1G_13027,7,1.83,0.68,Chr_5,661962
CC1G_13026,5,1.87,0.73,Chr_5,665164
CC1G_09971,7,2.04,0.85,Chr_5,674760
CC1G_09966,5,1.8,0.77,Chr_5,688356
CC1G_09964,4,1.92,0.88,Chr_5,692463
CC1G_09963,4,1.5,0.65,Chr_5,695537
CC1G_09960,3,1.68,0.8,Chr_5,702225
CC1G_09949,1,3.14,1.11,Chr_5,730116
CC1G_09948,1,1.7,0.44,Chr_5,732125
CC1G_11403,2,1.84,0.98,Chr_5,790043
CC1G_11400,2,2.34,0.97,Chr_5,796021
CC1G_11397,2,2.24,0.95,Chr_5,803813
CC1G_11383,2,2.24,0.86,Chr_5,844974
CC1G_14572,2,2.14,1.04,Chr_5,846132
CC1G_11380,4,1.22,0.6,Chr_5,856493
CC1G_14574,2,1.22,0.44,Chr_5,874348
CC1G_14575,2,1.21,0.42,Chr_5,875341
CC1G_00028,5,1.94,0.78,Chr_5,935619
CC1G_14576,5,2.28,1,Chr_5,938283
CC1G_14577,5,2.22,0.92,Chr_5,940107
CC1G_00030,5,2.18,0.92,Chr_5,941978
CC1G_00035,5,2.08,0.82,Chr_5,952065
CC1G_00037,5,2.03,0.84,Chr_5,957043
CC1G_14581,2,0.13,0.06,Chr_5,1012511
CC1G_00064,2,1.1,0.44,Chr_5,1026267
CC1G_14582,2,1.22,0.51,Chr_5,1026908
CC1G_00098,1,1.96,0.77,Chr_5,1105207
CC1G_00100,1,2.6,0.67,Chr_5,1111016
CC1G_00121,2,3.26,0.66,Chr_5,1150473
CC1G_00128,2,3.38,0.85,Chr_5,1165760
CC1G_14591,3,2.78,0.8,Chr_5,1175353
CC1G_14592,1,3.77,0.8,Chr_5,1191370
CC1G_00164,3,2.74,0.97,Chr_5,1242246
CC1G_14600,3,2.72,0.94,Chr_5,1251927
CC1G_00172,3,2.11,0.81,Chr_5,1260340
CC1G_00176,4,2.61,0.99,Chr_5,1265994
CC1G_00184,2,2.08,0.56,Chr_5,1286786
CC1G_00194,3,2.08,1.03,Chr_5,1311404
CC1G_14605,2,2.02,0.66,Chr_5,1319674
CC1G_14606,2,1.84,0.85,Chr_5,1320601
CC1G_00216,2,2.07,0.7,Chr_5,1357322
CC1G_14614,3,2.08,0.59,Chr_5,1377486
CC1G_14615,3,2.17,0.73,Chr_5,1380728
CC1G_00228,2,2.07,0.7,Chr_5,1383986
CC1G_14618,2,2.96,1.04,Chr_5,1430582
CC1G_00255,3,2.48,0.85,Chr_5,1438125
CC1G_00265,4,2.38,0.8,Chr_5,1454687
CC1G_14620,3,2.51,0.8,Chr_5,1460632
CC1G_00272,3,2.15,0.82,Chr_5,1470396
CC1G_00279,1,1.62,0.31,Chr_5,1492972
CC1G_14625,1,3.52,1.21,Chr_5,1529195
CC1G_00293,2,2.42,0.89,Chr_5,1540570
CC1G_00304,2,2.71,1.06,Chr_5,1560456
CC1G_00306,2,2.71,0.97,Chr_5,1566639
CC1G_00312,3,1.91,1.08,Chr_5,1586077
CC1G_14635,4,1.97,0.97,Chr_5,1597507
CC1G_00319,4,2.33,1.16,Chr_5,1605590
CC1G_00325,3,1.9,1.2,Chr_5,1615706
CC1G_00329,4,2.09,1.18,Chr_5,1622280
CC1G_14638,2,2.28,1.03,Chr_5,1644689
CC1G_00337,1,2.13,1.36,Chr_5,1651407
CC1G_01274,1,2.4,0.78,Chr_5,2047746
CC1G_01276,2,3.07,0.96,Chr_5,2052962
CC1G_01289,1,2.4,0.78,Chr_5,2077864
CC1G_01314,3,2.26,0.91,Chr_5,2135553
CC1G_01315,3,2.36,0.89,Chr_5,2139308
CC1G_01319,3,2.67,0.87,Chr_5,2148108
CC1G_01321,3,2.74,0.78,Chr_5,2157798
CC1G_01375,2,2.1,0.65,Chr_5,2299506
CC1G_01376,2,1.45,0.23,Chr_5,2301475
CC1G_01384,4,2.22,0.53,Chr_5,2317050
CC1G_01391,2,2.24,0.67,Chr_5,2333275
CC1G_01392,2,2.15,0.24,Chr_5,2334481
CC1G_01416,2,1.94,0.9,Chr_5,2400815
CC1G_01418,2,1.8,0.87,Chr_5,2403668
CC1G_01423,5,1.73,0.66,Chr_5,2420422
CC1G_01430,3,1.57,0.82,Chr_5,2441426
CC1G_01431,4,1.8,0.89,Chr_5,2443538
CC1G_01432,4,1.56,0.82,Chr_5,2444511
CC1G_01443,3,1.55,0.67,Chr_5,2467306
CC1G_01449,2,3.19,1.21,Chr_5,2482103
CC1G_01457,2,2.02,0.73,Chr_5,2499455
CC1G_01462,2,2.92,1.14,Chr_5,2521459
CC1G_01464,2,2.79,0.85,Chr_5,2527323
CC1G_01475,5,2.04,0.93,Chr_5,2550233
CC1G_14699,4,2.35,0.81,Chr_5,2553326
CC1G_01476,4,2.44,0.94,Chr_5,2554757
CC1G_01477,4,2.37,1.08,Chr_5,2557439
CC1G_08120,5,2.4,0.96,Chr_5,2562372
CC1G_08124,1,1.98,0.93,Chr_5,2582658
CC1G_08141,1,2.05,1.14,Chr_5,2630284
CC1G_08147,2,2.04,0.85,Chr_5,2642462
CC1G_08154,3,2.32,1.03,Chr_5,2662092
CC1G_08157,3,2.49,1.1,Chr_5,2669175
CC1G_08158,3,2.2,1.05,Chr_5,2670582
CC1G_08164,3,2.16,0.92,Chr_5,2693373
CC1G_08167,4,2.68,0.94,Chr_5,2704676
CC1G_08175,5,2.43,0.91,Chr_5,2720479
CC1G_14705,5,2.21,0.96,Chr_5,2722687
CC1G_08179,5,2.65,1.02,Chr_5,2726144
CC1G_14706,5,2.61,0.92,Chr_5,2731221
CC1G_13278,6,2.6,0.94,Chr_5,2742818
CC1G_14708,4,3.32,1,Chr_5,2754994
CC1G_10631,5,3.17,0.98,Chr_5,2763725
CC1G_10636,7,2.18,1.01,Chr_5,2778782
CC1G_10637,7,2.69,0.97,Chr_5,2783121
CC1G_10639,7,2.61,0.98,Chr_5,2787247
CC1G_10642,7,2.64,0.99,Chr_5,2795608
CC1G_10643,7,2.74,0.94,Chr_5,2797702
CC1G_10646,7,2.76,0.98,Chr_5,2803395
CC1G_10648,6,2.14,1.01,Chr_5,2807067
CC1G_10651,6,2.02,0.92,Chr_5,2817613
CC1G_10658,3,2.35,0.96,Chr_5,2834636
CC1G_10661,5,1.78,0.85,Chr_5,2842059
CC1G_08826,5,1.44,0.67,Chr_5,2855618
CC1G_08828,5,1.71,0.67,Chr_5,2859855
CC1G_08830,7,2,0.95,Chr_5,2864603
CC1G_08834,6,1.86,0.93,Chr_5,2876270
CC1G_08836,6,1.38,0.81,Chr_5,2883251
CC1G_08837,5,1.33,0.67,Chr_5,2885836
CC1G_08838,5,1.41,0.62,Chr_5,2887893
CC1G_08843,3,2.11,0.98,Chr_5,2905986
CC1G_08853,3,2.17,0.84,Chr_5,2939969
CC1G_14718,3,1.69,0.69,Chr_5,2944081
CC1G_08858,5,2.73,1.02,Chr_5,2953414
CC1G_08859,5,2.69,0.98,Chr_5,2955511
CC1G_08865,7,1.59,0.76,Chr_5,2970309
CC1G_08866,7,1.76,0.66,Chr_5,2972027
CC1G_08872,7,2.3,0.85,Chr_5,2985652
