model1	model2	ds	dn	dsdn
Ccin:CC1G_08191T0	Ccin:CC1G_09964T0	2.32	1.13	2.06
Ccin:CC1G_08187T0	Ccin:CC1G_09964T0	3.32	0.86	3.86
Ccin:CC1G_15662T0	Ccin:CC1G_11363T0	1.80	0.20	8.87
Ccin:CC1G_09960T0	Ccin:CC1G_09881T0	2.37	1.13	2.09
Ccin:CC1G_06460T0	Ccin:CC1G_06461T0	NA	0.32	NA
Ccin:CC1G_08192T0	Ccin:CC1G_09881T0	2.85	1.21	2.35
Ccin:CC1G_09531T0	Ccin:CC1G_09529T0	2.34	0.52	4.47
Ccin:CC1G_08184T0	Ccin:CC1G_09881T0	NA	1.29	NA
Ccin:CC1G_08021T0	Ccin:CC1G_08037T0	NA	0.76	NA
Ccin:CC1G_11397T0	Ccin:CC1G_09881T0	NA	1.16	NA
Ccin:CC1G_07803T0	Ccin:CC1G_07781T0	NA	0.34	NA
Ccin:CC1G_08191T0	Ccin:CC1G_09881T0	2.06	1.11	1.85
Ccin:CC1G_02643T0	Ccin:CC1G_02640T0	1.47	0.87	1.70
Ccin:CC1G_08187T0	Ccin:CC1G_09881T0	3.15	0.90	3.49
Ccin:CC1G_13056T0	Ccin:CC1G_12525T0	0.70	0.26	2.64
Ccin:CC1G_09964T0	Ccin:CC1G_09881T0	0.46	0.22	2.07
Ccin:CC1G_12592T0	Ccin:CC1G_10962T0	1.60	0.65	2.45
Ccin:CC1G_10149T0	Ccin:CC1G_10372T0	0.09	0.03	2.93
Ccin:CC1G_09960T0	Ccin:CC1G_08245T0	2.52	1.24	2.03
Ccin:CC1G_06278T0	Ccin:CC1G_06279T0	NA	0.34	NA
Ccin:CC1G_08192T0	Ccin:CC1G_08245T0	NA	1.16	NA
Ccin:CC1G_09764T0	Ccin:CC1G_11253T0	NA	0.54	NA
Ccin:CC1G_08184T0	Ccin:CC1G_08245T0	NA	1.05	NA
Ccin:CC1G_12555T0	Ccin:CC1G_12673T0	0.39	0.10	4.02
Ccin:CC1G_11397T0	Ccin:CC1G_08245T0	3.40	1.01	3.36
Ccin:CC1G_04872T0	Ccin:CC1G_09566T0	1.60	0.88	1.81
Ccin:CC1G_08191T0	Ccin:CC1G_08245T0	2.52	0.94	2.68
Ccin:CC1G_09262T0	Ccin:CC1G_09045T0	NA	0.71	NA
Ccin:CC1G_08187T0	Ccin:CC1G_08245T0	NA	0.94	NA
Ccin:CC1G_05656T0	Ccin:CC1G_15771T0	0.68	0.34	1.99
Ccin:CC1G_09964T0	Ccin:CC1G_08245T0	NA	1.05	NA
Ccin:CC1G_13458T0	Ccin:CC1G_15237T0	-0.00	-0.00	NA
Ccin:CC1G_09881T0	Ccin:CC1G_08245T0	NA	0.93	NA
Ccin:CC1G_06102T0	Ccin:CC1G_13302T0	0.76	0.33	2.29
Ccin:CC1G_09960T0	Ccin:CC1G_11110T0	2.41	1.13	2.13
Ccin:CC1G_12779T0	Ccin:CC1G_13120T0	2.32	0.82	2.83
Ccin:CC1G_00812T0	Ccin:CC1G_00805T0	1.82	0.60	3.06
Ccin:CC1G_08192T0	Ccin:CC1G_11110T0	1.90	1.06	1.79
Ccin:CC1G_12884T0	Ccin:CC1G_13114T0	0.20	0.12	1.63
Ccin:CC1G_08184T0	Ccin:CC1G_11110T0	NA	0.99	NA
Ccin:CC1G_15367T0	Ccin:CC1G_13232T0	0.87	0.66	1.32
Ccin:CC1G_11017T0	Ccin:CC1G_00912T0	2.31	0.90	2.57
Ccin:CC1G_11397T0	Ccin:CC1G_11110T0	2.16	1.05	2.06
Ccin:CC1G_03375T0	Ccin:CC1G_00163T0	NA	0.92	NA
Ccin:CC1G_08191T0	Ccin:CC1G_11110T0	1.72	0.91	1.90
Ccin:CC1G_11792T0	Ccin:CC1G_06404T0	0.27	0.13	2.06
Ccin:CC1G_08187T0	Ccin:CC1G_11110T0	2.58	0.88	2.93
Ccin:CC1G_14119T0	Ccin:CC1G_14164T0	NA	0.39	NA
Ccin:CC1G_09964T0	Ccin:CC1G_11110T0	3.48	0.88	3.97
Ccin:CC1G_03541T0	Ccin:CC1G_03543T0	1.84	0.32	5.69
Ccin:CC1G_09881T0	Ccin:CC1G_11110T0	NA	0.92	NA
Ccin:CC1G_11985T0	Ccin:CC1G_11984T0	NA	1.39	NA
Ccin:CC1G_15156T0	Ccin:CC1G_13941T0	0.54	0.29	1.85
Ccin:CC1G_08245T0	Ccin:CC1G_11110T0	1.59	0.64	2.50
Ccin:CC1G_08267T0	Ccin:CC1G_06036T0	0.26	0.02	10.64
Ccin:CC1G_09960T0	Ccin:CC1G_08242T0	2.23	1.14	1.95
Ccin:CC1G_04459T0	Ccin:CC1G_13329T0	NA	0.63	NA
Ccin:CC1G_08192T0	Ccin:CC1G_08242T0	2.28	1.12	2.04
Ccin:CC1G_11417T0	Ccin:CC1G_11407T0	3.04	1.24	2.46
Ccin:CC1G_10880T0	Ccin:CC1G_15366T0	0.05	0.04	1.41
Ccin:CC1G_08184T0	Ccin:CC1G_08242T0	4.38	1.05	4.18
Ccin:CC1G_06120T0	Ccin:CC1G_09558T0	3.69	0.72	5.15
Ccin:CC1G_11397T0	Ccin:CC1G_08242T0	NA	1.17	NA
Ccin:CC1G_13106T0	Ccin:CC1G_13296T0	0.04	0.03	1.35
Ccin:CC1G_08191T0	Ccin:CC1G_08242T0	2.64	0.86	3.05
Ccin:CC1G_12122T0	Ccin:CC1G_10473T0	NA	0.90	NA
Ccin:CC1G_08187T0	Ccin:CC1G_08242T0	2.19	0.88	2.50
Ccin:CC1G_13489T0	Ccin:CC1G_12988T0	0.75	0.17	4.40
Ccin:CC1G_09964T0	Ccin:CC1G_08242T0	NA	0.83	NA
Ccin:CC1G_05643T0	Ccin:CC1G_05641T0	2.86	0.85	3.37
Ccin:CC1G_09881T0	Ccin:CC1G_08242T0	2.71	0.83	3.26
Ccin:CC1G_07218T0	Ccin:CC1G_10375T0	NA	0.57	NA
Ccin:CC1G_10745T0	Ccin:CC1G_02663T0	2.73	1.22	2.24
Ccin:CC1G_08245T0	Ccin:CC1G_08242T0	3.38	0.75	4.52
Ccin:CC1G_02652T0	Ccin:CC1G_02677T0	0.32	0.15	2.09
Ccin:CC1G_11110T0	Ccin:CC1G_08242T0	4.78	0.68	7.00
Ccin:CC1G_06118T0	Ccin:CC1G_09555T0	NA	0.68	NA
Ccin:CC1G_09960T0	Ccin:CC1G_11109T0	NA	1.01	NA
Ccin:CC1G_03134T0	Ccin:CC1G_09581T0	NA	0.37	NA
Ccin:CC1G_08192T0	Ccin:CC1G_11109T0	NA	1.12	NA
Ccin:CC1G_03380T0	Ccin:CC1G_12389T0	NA	0.94	NA
Ccin:CC1G_08184T0	Ccin:CC1G_11109T0	NA	1.05	NA
Ccin:CC1G_11618T0	Ccin:CC1G_05312T0	0.96	0.64	1.50
Ccin:CC1G_07853T0	Ccin:CC1G_07854T0	NA	0.57	NA
Ccin:CC1G_11397T0	Ccin:CC1G_11109T0	NA	1.13	NA
Ccin:CC1G_13563T0	Ccin:CC1G_02799T0	1.01	0.33	3.05
Ccin:CC1G_08191T0	Ccin:CC1G_11109T0	NA	1.01	NA
Ccin:CC1G_07876T0	Ccin:CC1G_07859T0	1.01	0.36	2.78
Ccin:CC1G_08187T0	Ccin:CC1G_11109T0	NA	0.91	NA
Ccin:CC1G_02423T0	Ccin:CC1G_02414T0	0.55	0.17	3.31
Ccin:CC1G_09964T0	Ccin:CC1G_11109T0	3.30	0.92	3.60
Ccin:CC1G_06528T0	Ccin:CC1G_08593T0	1.55	0.73	2.12
Ccin:CC1G_08487T0	Ccin:CC1G_08486T0	1.82	1.00	1.82
Ccin:CC1G_09881T0	Ccin:CC1G_11109T0	2.94	0.88	3.34
Ccin:CC1G_00793T0	Ccin:CC1G_00747T0	1.79	1.36	1.32
Ccin:CC1G_08245T0	Ccin:CC1G_11109T0	1.80	0.58	3.11
Ccin:CC1G_12425T0	Ccin:CC1G_08840T0	NA	0.54	NA
Ccin:CC1G_11110T0	Ccin:CC1G_11109T0	1.45	0.41	3.50
Ccin:CC1G_13051T0	Ccin:CC1G_01481T0	2.88	0.84	3.44
Ccin:CC1G_08242T0	Ccin:CC1G_11109T0	NA	0.76	NA
Ccin:CC1G_06639T0	Ccin:CC1G_02686T0	4.24	0.40	10.68
Ccin:CC1G_09960T0	Ccin:CC1G_08246T0	2.19	1.22	1.80
Ccin:CC1G_04771T0	Ccin:CC1G_03130T0	1.79	0.71	2.54
Ccin:CC1G_08192T0	Ccin:CC1G_08246T0	1.80	1.14	1.58
Ccin:CC1G_07827T0	Ccin:CC1G_07826T0	1.25	0.51	2.44
Ccin:CC1G_08184T0	Ccin:CC1G_08246T0	2.40	1.07	2.25
Ccin:CC1G_13136T0	Ccin:CC1G_06103T0	0.72	0.40	1.81
Ccin:CC1G_11397T0	Ccin:CC1G_08246T0	1.94	1.06	1.84
Ccin:CC1G_00703T0	Ccin:CC1G_08804T0	NA	0.49	NA
Ccin:CC1G_08191T0	Ccin:CC1G_08246T0	1.87	1.09	1.72
Ccin:CC1G_01139T0	Ccin:CC1G_13868T0	2.33	0.51	4.54
Ccin:CC1G_08187T0	Ccin:CC1G_08246T0	1.75	0.97	1.82
Ccin:CC1G_09758T0	Ccin:CC1G_11258T0	NA	0.70	NA
Ccin:CC1G_14215T0	Ccin:CC1G_00704T0	NA	0.31	NA
Ccin:CC1G_09964T0	Ccin:CC1G_08246T0	NA	0.98	NA
Ccin:CC1G_00902T0	Ccin:CC1G_00903T0	1.53	0.43	3.52
Ccin:CC1G_09881T0	Ccin:CC1G_08246T0	3.28	0.94	3.50
Ccin:CC1G_06882T0	Ccin:CC1G_00062T0	NA	1.33	NA
Ccin:CC1G_08245T0	Ccin:CC1G_08246T0	NA	0.82	NA
Ccin:CC1G_06119T0	Ccin:CC1G_09557T0	0.86	0.49	1.75
Ccin:CC1G_11110T0	Ccin:CC1G_08246T0	2.47	0.73	3.41
Ccin:CC1G_02831T0	Ccin:CC1G_02830T0	2.20	1.00	2.20
Ccin:CC1G_07484T0	Ccin:CC1G_07483T0	2.21	0.54	4.11
Ccin:CC1G_08242T0	Ccin:CC1G_08246T0	2.06	0.80	2.58
Ccin:CC1G_06608T0	Ccin:CC1G_06607T0	NA	0.72	NA
Ccin:CC1G_11109T0	Ccin:CC1G_08246T0	NA	0.78	NA
Ccin:CC1G_02829T0	Ccin:CC1G_02828T0	1.96	0.38	5.14
Ccin:CC1G_09960T0	Ccin:CC1G_08252T0	NA	1.04	NA
Ccin:CC1G_12672T0	Ccin:CC1G_12556T0	0.41	0.08	5.14
Ccin:CC1G_08192T0	Ccin:CC1G_08252T0	2.54	1.10	2.32
Ccin:CC1G_07240T0	Ccin:CC1G_04722T0	0.90	0.23	3.96
Ccin:CC1G_08184T0	Ccin:CC1G_08252T0	3.70	1.11	3.32
Ccin:CC1G_05820T0	Ccin:CC1G_05819T0	NA	0.48	NA
Ccin:CC1G_11397T0	Ccin:CC1G_08252T0	3.25	1.00	3.26
Ccin:CC1G_13176T0	Ccin:CC1G_12874T0	0.09	0.05	1.58
Ccin:CC1G_08191T0	Ccin:CC1G_08252T0	NA	0.88	NA
Ccin:CC1G_13098T0	Ccin:CC1G_05655T0	2.56	1.47	1.74
Ccin:CC1G_08187T0	Ccin:CC1G_08252T0	NA	0.92	NA
Ccin:CC1G_10241T0	Ccin:CC1G_12602T0	0.92	0.39	2.37
Ccin:CC1G_09964T0	Ccin:CC1G_08252T0	NA	0.90	NA
Ccin:CC1G_06104T0	Ccin:CC1G_13137T0	0.77	0.25	3.09
Ccin:CC1G_09881T0	Ccin:CC1G_08252T0	2.55	0.84	3.04
Ccin:CC1G_06426T0	Ccin:CC1G_10253T0	1.50	0.10	15.26
Ccin:CC1G_08245T0	Ccin:CC1G_08252T0	NA	0.67	NA
Ccin:CC1G_14510T0	Ccin:CC1G_14509T0	0.22	0.10	2.26
Ccin:CC1G_11110T0	Ccin:CC1G_08252T0	3.69	0.61	6.04
Ccin:CC1G_09271T0	Ccin:CC1G_13424T0	0.59	0.21	2.77
Ccin:CC1G_08242T0	Ccin:CC1G_08252T0	NA	0.66	NA
Ccin:CC1G_10019T0	Ccin:CC1G_09202T0	0.37	0.12	2.98
Ccin:CC1G_11109T0	Ccin:CC1G_08252T0	4.27	0.61	6.99
Ccin:CC1G_15385T0	Ccin:CC1G_15412T0	0.49	0.48	1.00
Ccin:CC1G_08246T0	Ccin:CC1G_08252T0	2.40	0.63	3.77
Ccin:CC1G_10157T0	Ccin:CC1G_10167T0	2.19	0.76	2.89
Ccin:CC1G_09960T0	Ccin:CC1G_08251T0	NA	1.07	NA
Ccin:CC1G_01032T0	Ccin:CC1G_01044T0	3.20	1.00	3.20
Ccin:CC1G_08192T0	Ccin:CC1G_08251T0	NA	1.09	NA
Ccin:CC1G_11698T0	Ccin:CC1G_12265T0	NA	0.35	NA
Ccin:CC1G_08184T0	Ccin:CC1G_08251T0	NA	1.05	NA
Ccin:CC1G_14033T0	Ccin:CC1G_11120T0	NA	0.61	NA
Ccin:CC1G_11397T0	Ccin:CC1G_08251T0	NA	1.19	NA
Ccin:CC1G_13469T0	Ccin:CC1G_14742T0	0.18	0.10	1.76
Ccin:CC1G_08191T0	Ccin:CC1G_08251T0	NA	0.83	NA
Ccin:CC1G_12260T0	Ccin:CC1G_03128T0	5.08	0.59	8.60
Ccin:CC1G_08187T0	Ccin:CC1G_08251T0	NA	0.95	NA
Ccin:CC1G_09025T0	Ccin:CC1G_14853T0	3.12	0.32	9.64
Ccin:CC1G_09964T0	Ccin:CC1G_08251T0	2.64	0.92	2.86
Ccin:CC1G_02685T0	Ccin:CC1G_06633T0	1.30	0.60	2.16
Ccin:CC1G_09881T0	Ccin:CC1G_08251T0	2.97	0.87	3.41
Ccin:CC1G_12631T0	Ccin:CC1G_15518T0	NA	0.91	NA
Ccin:CC1G_08245T0	Ccin:CC1G_08251T0	NA	0.77	NA
Ccin:CC1G_13324T0	Ccin:CC1G_13790T0	-0.00	-0.00	NA
Ccin:CC1G_02126T0	Ccin:CC1G_02127T0	2.17	0.49	4.47
Ccin:CC1G_11110T0	Ccin:CC1G_08251T0	NA	0.69	NA
Ccin:CC1G_08022T0	Ccin:CC1G_08017T0	3.98	1.13	3.53
Ccin:CC1G_08242T0	Ccin:CC1G_08251T0	3.42	0.70	4.85
Ccin:CC1G_01013T0	Ccin:CC1G_01007T0	1.34	0.52	2.57
Ccin:CC1G_11109T0	Ccin:CC1G_08251T0	2.58	0.72	3.60
Ccin:CC1G_10158T0	Ccin:CC1G_14744T0	1.02	0.61	1.67
Ccin:CC1G_08246T0	Ccin:CC1G_08251T0	NA	0.66	NA
Ccin:CC1G_11607T0	Ccin:CC1G_11333T0	NA	0.44	NA
Ccin:CC1G_08252T0	Ccin:CC1G_08251T0	4.78	0.54	8.80
Ccin:CC1G_11856T0	Ccin:CC1G_11857T0	1.33	0.66	2.00
Ccin:CC1G_09034T0	Ccin:CC1G_08736T0	1.63	1.46	1.11
Ccin:CC1G_01416T0	Ccin:CC1G_01417T0	1.95	0.63	3.10
Ccin:CC1G_09034T0	Ccin:CC1G_07640T0	2.06	1.30	1.58
Ccin:CC1G_02361T0	Ccin:CC1G_02365T0	NA	0.92	NA
Ccin:CC1G_08736T0	Ccin:CC1G_07640T0	NA	0.54	NA
Ccin:CC1G_00954T0	Ccin:CC1G_04919T0	-0.00	0.00	NA
Ccin:CC1G_09034T0	Ccin:CC1G_03522T0	2.62	1.42	1.85
Ccin:CC1G_09559T0	Ccin:CC1G_06121T0	3.47	0.70	4.97
Ccin:CC1G_08736T0	Ccin:CC1G_03522T0	NA	0.51	NA
Ccin:CC1G_04643T0	Ccin:CC1G_04634T0	0.05	0.03	1.41
Ccin:CC1G_07640T0	Ccin:CC1G_03522T0	0.84	0.10	8.02
Ccin:CC1G_12914T0	Ccin:CC1G_04108T0	NA	1.12	NA
Ccin:CC1G_09034T0	Ccin:CC1G_03575T0	NA	1.37	NA
Ccin:CC1G_13231T0	Ccin:CC1G_13180T0	0.24	0.20	1.21
Ccin:CC1G_08736T0	Ccin:CC1G_03575T0	1.84	0.56	3.29
Ccin:CC1G_15067T0	Ccin:CC1G_10958T0	0.86	0.62	1.37
Ccin:CC1G_08088T0	Ccin:CC1G_10376T0	NA	0.82	NA
Ccin:CC1G_07640T0	Ccin:CC1G_03575T0	0.85	0.11	7.50
Ccin:CC1G_02330T0	Ccin:CC1G_02319T0	0.63	0.24	2.62
Ccin:CC1G_03522T0	Ccin:CC1G_03575T0	0.94	0.09	10.55
Ccin:CC1G_01476T0	Ccin:CC1G_04089T0	1.99	0.97	2.06
Ccin:CC1G_13647T0	Ccin:CC1G_06261T0	NA	0.53	NA
Ccin:CC1G_12032T0	Ccin:CC1G_12031T0	1.08	0.61	1.76
Ccin:CC1G_13647T0	Ccin:CC1G_12895T0	NA	0.53	NA
Ccin:CC1G_01832T0	Ccin:CC1G_08848T0	2.72	0.92	2.95
Ccin:CC1G_02355T0	Ccin:CC1G_09444T0	1.59	0.53	3.01
Ccin:CC1G_06261T0	Ccin:CC1G_12895T0	2.10	0.49	4.25
Ccin:CC1G_08823T0	Ccin:CC1G_08807T0	2.40	0.85	2.81
Ccin:CC1G_13647T0	Ccin:CC1G_14616T0	NA	0.84	NA
Ccin:CC1G_06219T0	Ccin:CC1G_05615T0	NA	0.72	NA
Ccin:CC1G_06261T0	Ccin:CC1G_14616T0	2.65	0.81	3.28
Ccin:CC1G_04982T0	Ccin:CC1G_04983T0	3.41	1.12	3.06
Ccin:CC1G_12895T0	Ccin:CC1G_14616T0	1.20	0.75	1.59
Ccin:CC1G_07810T0	Ccin:CC1G_10246T0	1.13	0.21	5.46
Ccin:CC1G_10742T0	Ccin:CC1G_10750T0	NA	0.32	NA
Ccin:CC1G_11963T0	Ccin:CC1G_11753T0	0.18	0.07	2.75
Ccin:CC1G_10742T0	Ccin:CC1G_12718T0	1.85	0.37	4.99
Ccin:CC1G_05355T0	Ccin:CC1G_01042T0	0.98	0.18	5.35
Ccin:CC1G_10750T0	Ccin:CC1G_12718T0	1.84	0.31	6.01
Ccin:CC1G_12287T0	Ccin:CC1G_12798T0	0.11	0.09	1.19
Ccin:CC1G_10742T0	Ccin:CC1G_11890T0	2.08	0.61	3.42
Ccin:CC1G_13615T0	Ccin:CC1G_12188T0	0.52	0.26	2.02
Ccin:CC1G_10750T0	Ccin:CC1G_11890T0	NA	0.54	NA
Ccin:CC1G_02311T0	Ccin:CC1G_02344T0	0.64	0.14	4.71
Ccin:CC1G_02248T0	Ccin:CC1G_02224T0	NA	1.02	NA
Ccin:CC1G_12718T0	Ccin:CC1G_11890T0	2.68	0.45	6.01
Ccin:CC1G_03285T0	Ccin:CC1G_15638T0	NA	1.18	NA
Ccin:CC1G_15596T0	Ccin:CC1G_02440T0	2.25	2.42	0.93
Ccin:CC1G_10467T0	Ccin:CC1G_13183T0	-0.00	-0.00	NA
Ccin:CC1G_15596T0	Ccin:CC1G_07161T0	1.98	1.04	1.92
Ccin:CC1G_02440T0	Ccin:CC1G_07161T0	3.49	1.03	3.40
Ccin:CC1G_08735T0	Ccin:CC1G_08763T0	NA	0.36	NA
Ccin:CC1G_15596T0	Ccin:CC1G_03398T0	1.92	0.28	6.74
Ccin:CC1G_14508T0	Ccin:CC1G_14507T0	0.71	0.22	3.21
Ccin:CC1G_02440T0	Ccin:CC1G_03398T0	NA	1.25	NA
Ccin:CC1G_05968T0	Ccin:CC1G_05964T0	0.98	0.27	3.62
Ccin:CC1G_05571T0	Ccin:CC1G_11581T0	NA	0.94	NA
Ccin:CC1G_07161T0	Ccin:CC1G_03398T0	6.11	1.53	3.99
Ccin:CC1G_15809T0	Ccin:CC1G_13422T0	NA	1.08	NA
Ccin:CC1G_15596T0	Ccin:CC1G_04974T0	NA	1.12	NA
Ccin:CC1G_14526T0	Ccin:CC1G_08927T0	3.00	1.24	2.43
Ccin:CC1G_02440T0	Ccin:CC1G_04974T0	NA	1.02	NA
Ccin:CC1G_06165T0	Ccin:CC1G_06164T0	NA	0.79	NA
Ccin:CC1G_07161T0	Ccin:CC1G_04974T0	2.67	1.26	2.12
Ccin:CC1G_07550T0	Ccin:CC1G_11285T0	0.67	0.12	5.43
Ccin:CC1G_03398T0	Ccin:CC1G_04974T0	NA	1.08	NA
Ccin:CC1G_05160T0	Ccin:CC1G_05161T0	NA	0.53	NA
Ccin:CC1G_15596T0	Ccin:CC1G_00496T0	NA	1.12	NA
Ccin:CC1G_13107T0	Ccin:CC1G_13295T0	-0.00	-0.00	NA
Ccin:CC1G_05044T0	Ccin:CC1G_03109T0	1.62	0.80	2.02
Ccin:CC1G_02440T0	Ccin:CC1G_00496T0	NA	1.32	NA
Ccin:CC1G_05065T0	Ccin:CC1G_05062T0	2.56	0.52	4.91
Ccin:CC1G_07161T0	Ccin:CC1G_00496T0	NA	1.25	NA
Ccin:CC1G_13552T0	Ccin:CC1G_13553T0	-0.00	-0.00	NA
Ccin:CC1G_03398T0	Ccin:CC1G_00496T0	NA	1.31	NA
Ccin:CC1G_15476T0	Ccin:CC1G_01467T0	NA	1.07	NA
Ccin:CC1G_04974T0	Ccin:CC1G_00496T0	3.60	1.03	3.50
Ccin:CC1G_12892T0	Ccin:CC1G_10772T0	2.03	0.66	3.07
Ccin:CC1G_15596T0	Ccin:CC1G_15010T0	2.20	1.00	2.20
Ccin:CC1G_11944T0	Ccin:CC1G_10127T0	0.21	0.08	2.75
Ccin:CC1G_02440T0	Ccin:CC1G_15010T0	2.49	0.96	2.59
Ccin:CC1G_12675T0	Ccin:CC1G_12553T0	0.34	0.15	2.33
Ccin:CC1G_07161T0	Ccin:CC1G_15010T0	NA	1.87	NA
Ccin:CC1G_09752T0	Ccin:CC1G_14342T0	0.14	0.07	1.87
Ccin:CC1G_09483T0	Ccin:CC1G_09475T0	NA	0.82	NA
Ccin:CC1G_03398T0	Ccin:CC1G_15010T0	NA	0.89	NA
Ccin:CC1G_15540T0	Ccin:CC1G_04095T0	NA	0.58	NA
Ccin:CC1G_04974T0	Ccin:CC1G_15010T0	2.76	1.40	1.97
Ccin:CC1G_02294T0	Ccin:CC1G_02302T0	NA	0.93	NA
Ccin:CC1G_00496T0	Ccin:CC1G_15010T0	NA	1.09	NA
Ccin:CC1G_15359T0	Ccin:CC1G_10872T0	0.40	0.38	1.05
Ccin:CC1G_15596T0	Ccin:CC1G_02944T0	NA	0.86	NA
Ccin:CC1G_12801T0	Ccin:CC1G_14356T0	0.01	0.01	1.09
Ccin:CC1G_11947T0	Ccin:CC1G_10125T0	0.34	0.12	2.82
Ccin:CC1G_02440T0	Ccin:CC1G_02944T0	1.72	0.90	1.90
Ccin:CC1G_12546T0	Ccin:CC1G_12711T0	-0.00	0.00	NA
Ccin:CC1G_07161T0	Ccin:CC1G_02944T0	3.63	1.32	2.74
Ccin:CC1G_01477T0	Ccin:CC1G_13354T0	2.28	0.43	5.34
Ccin:CC1G_03398T0	Ccin:CC1G_02944T0	NA	0.84	NA
Ccin:CC1G_08540T0	Ccin:CC1G_09379T0	1.66	0.39	4.22
Ccin:CC1G_09750T0	Ccin:CC1G_15625T0	0.26	0.08	3.15
Ccin:CC1G_04974T0	Ccin:CC1G_02944T0	3.51	1.15	3.05
Ccin:CC1G_15774T0	Ccin:CC1G_15773T0	1.46	0.76	1.93
Ccin:CC1G_00496T0	Ccin:CC1G_02944T0	NA	0.95	NA
Ccin:CC1G_05051T0	Ccin:CC1G_05045T0	1.62	0.99	1.63
Ccin:CC1G_15010T0	Ccin:CC1G_02944T0	NA	0.58	NA
Ccin:CC1G_02155T0	Ccin:CC1G_02154T0	1.27	0.95	1.33
Ccin:CC1G_01595T0	Ccin:CC1G_01587T0	0.66	0.16	4.15
Ccin:CC1G_09673T0	Ccin:CC1G_13566T0	2.96	0.57	5.20
Ccin:CC1G_10394T0	Ccin:CC1G_10395T0	1.48	0.34	4.37
Ccin:CC1G_13756T0	Ccin:CC1G_00771T0	1.32	0.22	6.09
Ccin:CC1G_06510T0	Ccin:CC1G_03329T0	1.88	0.56	3.35
Ccin:CC1G_11785T0	Ccin:CC1G_11784T0	0.93	0.40	2.34
Ccin:CC1G_06510T0	Ccin:CC1G_07636T0	3.31	0.20	16.77
Ccin:CC1G_14343T0	Ccin:CC1G_15820T0	0.38	0.29	1.32
Ccin:CC1G_14893T0	Ccin:CC1G_12157T0	1.48	0.61	2.42
Ccin:CC1G_03329T0	Ccin:CC1G_07636T0	2.30	0.55	4.20
Ccin:CC1G_07700T0	Ccin:CC1G_10999T0	NA	0.67	NA
Ccin:CC1G_06510T0	Ccin:CC1G_10353T0	4.14	0.61	6.79
Ccin:CC1G_11211T0	Ccin:CC1G_11034T0	0.27	0.07	3.84
Ccin:CC1G_03329T0	Ccin:CC1G_10353T0	NA	0.35	NA
Ccin:CC1G_14545T0	Ccin:CC1G_04526T0	0.04	0.02	1.68
Ccin:CC1G_09067T0	Ccin:CC1G_14043T0	NA	1.00	NA
Ccin:CC1G_07636T0	Ccin:CC1G_10353T0	4.53	0.56	8.10
Ccin:CC1G_10346T0	Ccin:CC1G_04145T0	2.78	0.26	10.70
Ccin:CC1G_06510T0	Ccin:CC1G_01224T0	2.74	0.82	3.35
Ccin:CC1G_10779T0	Ccin:CC1G_11346T0	NA	0.42	NA
Ccin:CC1G_03329T0	Ccin:CC1G_01224T0	NA	0.79	NA
Ccin:CC1G_10013T0	Ccin:CC1G_10012T0	1.59	0.30	5.25
Ccin:CC1G_07636T0	Ccin:CC1G_01224T0	3.15	0.78	4.02
Ccin:CC1G_01241T0	Ccin:CC1G_13282T0	NA	0.25	NA
Ccin:CC1G_10353T0	Ccin:CC1G_01224T0	NA	0.73	NA
Ccin:CC1G_06883T0	Ccin:CC1G_00061T0	NA	0.42	NA
Ccin:CC1G_04151T0	Ccin:CC1G_09779T0	1.42	0.43	3.31
Ccin:CC1G_05145T0	Ccin:CC1G_06184T0	3.10	0.74	4.20
Ccin:CC1G_12559T0	Ccin:CC1G_04135T0	0.69	0.20	3.44
Ccin:CC1G_05145T0	Ccin:CC1G_04743T0	2.76	0.71	3.89
Ccin:CC1G_10874T0	Ccin:CC1G_10871T0	0.98	0.31	3.19
Ccin:CC1G_06184T0	Ccin:CC1G_04743T0	1.84	0.31	5.90
Ccin:CC1G_10332T0	Ccin:CC1G_07502T0	2.03	0.68	2.97
Ccin:CC1G_13036T0	Ccin:CC1G_12803T0	0.04	0.01	4.50
Ccin:CC1G_05145T0	Ccin:CC1G_01375T0	NA	0.75	NA
Ccin:CC1G_13490T0	Ccin:CC1G_12987T0	0.07	0.02	4.00
Ccin:CC1G_06184T0	Ccin:CC1G_01375T0	1.88	0.67	2.83
Ccin:CC1G_11082T0	Ccin:CC1G_11069T0	NA	0.53	NA
Ccin:CC1G_04743T0	Ccin:CC1G_01375T0	1.15	0.64	1.79
Ccin:CC1G_15439T0	Ccin:CC1G_06507T0	2.55	0.73	3.48
Ccin:CC1G_09971T0	Ccin:CC1G_08182T0	0.92	0.21	4.33
Ccin:CC1G_05145T0	Ccin:CC1G_00146T0	NA	0.78	NA
Ccin:CC1G_02937T0	Ccin:CC1G_05304T0	3.22	0.52	6.13
Ccin:CC1G_06184T0	Ccin:CC1G_00146T0	2.46	0.65	3.79
Ccin:CC1G_15758T0	Ccin:CC1G_05366T0	NA	0.76	NA
Ccin:CC1G_04743T0	Ccin:CC1G_00146T0	1.24	0.61	2.05
Ccin:CC1G_05401T0	Ccin:CC1G_05378T0	1.06	0.45	2.35
Ccin:CC1G_01375T0	Ccin:CC1G_00146T0	1.16	0.10	11.93
Ccin:CC1G_07307T0	Ccin:CC1G_07305T0	0.78	0.26	2.96
